 Feb 28th 2019 	 New data sources make it harder for executives to mislead investors 	['“GO STRAIGHT to the source” is a useful rule for anyone seeking accurate information. It suggests that equity investors can best glean insight into a firm by quizzing its chief executive. But bosses are not always reliable narrators. Their position encourages them to be overly optimistic about their company’s outlook. Sometimes they are clueless. And occasionally they are careless about what they tweet.', 'On February 25th the Securities and Exchange Commission (SEC), America’s financial-market regulator, asked a federal judge to hold Elon Musk, the chief executive of Tesla, a carmaker, in contempt. Mr Musk’s troubles with the SEC began in August when his tweet claiming that he had secured funding to take Tesla private caused the firm’s share price to soar. When the claim proved false, the SEC sued him for securities fraud. They settled in October, when Mr Musk stood down as Tesla’s chairman (he remains chief executive), paid a $20m fine and agreed to have his tweets approved by Tesla’s lawyers. He violated that last condition on February 20th by tweeting that Tesla would produce 500,000 vehicles this year—a claim he later had to clarify—without consulting the firm.']
 Feb 28th 2019 	 Commerzbank and Deutsche Bank would gain little by merging 	['GERMANY’S ECONOMY may be slowing, but its financial capital is booming. New towers are rising to join those of Commerzbank, Deutsche Bank, DZ Bank, Helaba and others on Frankfurt’s jagged skyline. More are on the drawing board. Had you read no financial news for the past decade, you might presume that Germany’s banks were thriving too.', 'How wrong you would be. Bankers grumble about subterranean official interest rates—they must pay the European Central Bank 0.4% a year to deposit cash—that show no sign of rising. Those compound an old problem: Germany’s extraordinarily crowded banking market. The country has 1,580 banks, grouped in three “pillars”: private, public and co-operative. Although the grand total is shrinking by 40-60 a year, the public pillar still contains 385 Sparkassen—savings banks, mainly municipally owned—and half a dozen Landesbanken—regional lenders, such as Helaba, that also act as clearers for Sparkassen. There are 875 local co-ops. Their clearer and corporate lender, DZ Bank, is Germany’s second-biggest bank by assets.']
 Feb 28th 2019 	 Governments use receipt lotteries to boost tax compliance 	['PEOPLE PAY taxes because governments say they must and society says they should. But what if tax compliance became fun? Governments around the world are encouraging consumers to ask for receipts by turning them into lottery tickets. Taiwan was an early experimenter, in 1951. The past decade has seen a flurry of such schemes: China, the Czech Republic, Lithuania, Portugal, Romania and Slovakia all now have them. Latvia will launch one later this year.', 'The aim is to make it harder for retail businesses to evade taxes. Worldwide, 20-35% of government revenue comes from value-added taxes (VAT) or similar levies on consumption. But as much as a third of what should be collected is thought to be forfeited because businesses under-report revenues. The problem is not business-to-business transactions; firms can usually reclaim any VAT they pay if they keep proper records. But when selling direct to consumers, it is tempting to accept cash without recording the sale. A tax-dodging retailer can undercut law-abiding rivals or pocket a higher margin.']
 Feb 28th 2019 	 Will a worsening outlook for inflation force the ECB to act? 	['PATIENCE, PERSISTENCE and prudence: the latest incarnation of the European Central Bank’s policy guidance appears to take a leaf out of early Christian writings on virtue. The central bank has counselled that, because it takes time for pricing pressures to recover from crisis years, it will keep interest rates unchanged at least through the summer of this year.', 'Its waiting game, though, is being sorely tested. Underlying pricing pressures have been doggedly low for years. Now gloomy economic news risks further delaying their recovery. At its monetary-policy meeting on March 7th the bank will have to consider whether to ease policy.']
 Feb 28th 2019 	 Narendra Modi’s most distinctive economic policies were his worst 	['NARENDRA MODI, India’s prime minister, stormed to power so decisively in 2014 that it is difficult now to imagine any other outcome. But try. Imagine that the United Progressive Alliance (UPA), a tired coalition led (if that is the word) by the Congress party, had limped to victory instead. What economic policies might it have pursued in a third term? This is not an entirely idle question. Any assessment of Mr Modi’s economic record in his first stint as prime minister requires a counterfactual scenario against which to measure it. A third UPA government is one such baseline.', 'A Congress-led government would no doubt have built on some of its existing pet initiatives, such as a job guarantee, providing employment on public works to rural households, and an identification scheme, giving every Indian a unique identity number based on a fingerprint or an iris scan. It presumably would have allowed the central bank to continue to fight against inflation, aided by a drop in oil prices.']
 Feb 28th 2019 	 Why a global manufacturing slump is a recurring threat 	['THE GLOBAL economy had an inauspicious start to 2019. Markets went into a tailspin and America’s government was locked in a seemingly interminable shutdown. But matters have not played out as dismally as they might have. The government in Washington is open again. America and China appear close to a trade deal which, although modest in its achievements, would nonetheless reflect a welcome easing of tension between the world’s two biggest economies. Markets have smiled on these developments: the MSCI index of global shares has risen by 10% so far this year.', 'Good news notwithstanding, many economic indicators have undergone a remarkable downward shift since early 2018. Back then economists were celebrating the emergence of a broad-based expansion. When it assessed the world economy in January last year, the IMF hailed the “broadest synchronised global growth upsurge since 2010”. Now the progress on trade talks is occurring against a darker economic backdrop.']
 Feb 23rd 2019 	 A gamble in France could cost UBS dear 	['', 'THE MOST intriguing bit of the six-week tax-evasion trial of UBS in France late last year was dairy-themed. Prosecutors accused the Swiss bank of keeping coded notes to track how many “milk cans”—units of money—had been moved to Swiss accounts by tax-dodging French clients. UBS denied having any such parallel accounting system. A former manager insisted the notes related to bankers’ bonuses, not tax-shy funds.']
 Feb 21st 2019 	 Countries are seeking help to deal with corporate tax avoidance 	['PORT ROYAL, at the mouth of Kingston harbour, was once the largest city in the Caribbean, its population swollen by privateers paid by the English and the Dutch to attack Spanish ships. When the practice of issuing such “letters of marque” faded in the 17th century, crews went rogue. As pirates, they continued to use the Jamaican port as their base and to spend their loot there, earning it a reputation for unparalleled debauchery.', 'Jamaica still has a piracy problem, but today’s buccaneers are in surrounding territories. Unenamoured by Jamaica’s 25% corporate income-tax rate, some international firms with operations there find ways to shelter profits using the British Virgin Islands and other nearby tax havens.']
 Feb 21st 2019 	 Why private equity appeals 	['JOHN MCGAHERN’S novel, “That They May Face the Rising Sun”, is set in a remote corner of Ireland. There is a lake, a church, two bars and not much else. Gossip is prized but in short supply. Much of it is concerns John Quinn, a womaniser who has buried two wives and is looking for a third. His quest takes him to Knock, a shrine to the Virgin Mary, which has become a place to find a partner. Like many pilgrims, John Quinn is outwardly pious. But his mind is fixed on earthly matters.', 'The masking of intent may also be true of visitors to the temple of private equity. On the surface, investors in such funds might hope to harvest a reward—an “illiquidity premium”—for locking up their money for five to ten years. That allows private-equity funds time to turn sluggish businesses into world-beaters. The pitch is seductive. Capital has flooded in as readily as pilgrims flock to the shrine at Knock.']
 Feb 21st 2019 	 The global soyabean market has been upended 	['“WE’VE BEEN gambling up to this point,” says Tim Bardole, a soyabean farmer from Iowa. After the price of soyabeans crashed last summer (see chart), he held on to most of his harvest and waited for the market to recover. But seven months later, and with large loans to repay, he sold up. “We decided we’d better take what we have,” he says.', 'The cause of the crash was a 25% tariff on American soyabeans imposed by China, the world’s biggest importer, as one shot in the trade war between the two countries. Yet peace is supposedly in the offing. The two countries are locked in negotiations over a deal, ahead of a deadline of March 1st that has been imposed by America (though on February 19th President Donald Trump declared the timing to be flexible). That Mr Bardole cut his losses despite those talks is not that surprising. Even if the tariff is lifted—which is far from certain—the past year’s disruption will probably leave a permanent scar.']
 Feb 21st 2019 	 A surprising number of North Korean refugees send money home 	['IN FEBRUARY 2018 Jessie Kim found out that she had been sending money to a dead man. Ms Kim, now a 27-year-old student in Seoul, fled North Korea for China in 2011. She had been sending her father in Yanggang province in the North around $1,000 a year since she arrived in South Korea in early 2014. Two years later she doubled the contributions, working several part-time jobs, after her aunt told her that her father had been in an accident and needed money for medical bills. But another call from her aunt last winter, claiming that her father was asking for yet more money, made her suspicious. “He wasn’t the kind of man to ask his daughter for money,” she says. Ms Kim made enquiries through the broker who had facilitated the transactions. She eventually found out that her father had died in the accident in 2016 and that the money had gone to her aunt’s family instead.', 'Ms Kim’s case illustrates the pitfalls of supporting relatives in a country that is all but cut off from global communications and financial-services networks. Ordinary North Koreans are not allowed to receive money or even phone calls from abroad. Foreign banks are hesitant to handle any transaction associated with the North, for fear of falling foul of sanctions, intended to curtail its nuclear programme, that have been imposed by America and others.']
 Feb 21st 2019 	 Germany’s regulator bans short-selling in Wirecard 	['THOSE WHO profit from the misery of others are not often popular. Short-sellers, who try to make money by selling borrowed shares and buying them back later at a lower price, have long been viewed with suspicion. They are blamed for exacerbating price falls so that they can reap bigger returns. In times of market stress authorities often ban them. In 1610 regulators in Amsterdam forbade short-selling, blaming it for a fall in the value of the Dutch East India Company. Two centuries later Napoleon prohibited it as an act of treason.', 'On February 18th BaFin, Germany’s financial regulator, banned investors from taking new net short positions in Wirecard, a German digital-payments firm, after its share price fell by over 40% in under three weeks. The crash marked a swift change in its fortunes. In 2018 Wirecard displaced Commerzbank, a 149-year-old lender, in the DAX 30, an index of Germany’s biggest firms.']
 Feb 21st 2019 	 A new book argues weakened communities threaten liberal democracy 	['UNTIL RECENTLY, economists’ prescription for struggling places was bloodless: let them die. “Some towns cannot be preserved”, this newspaper argued in 2013, attracting a larger-than-usual volume of correspondence from dissenting readers. But the electoral successes of Donald Trump and the campaign to yank Britain out of the European Union\xa0(EU)\xa0have shaken the dismal science. Prominent economists have begun to consider what an efficient response to geographic inequality might look like. In a paper published in 2018, for example, Benjamin Austin, Edward Glaeser and Lawrence Summers of Harvard University argued for employment subsidies targeted at struggling places.', 'The reconsideration of place-based policies can often seem grudging—something to be tolerated, in order to keep those on the losing end of regional inequality from embracing populism or killing themselves with drugs. Economists’ reluctance is understandable: efforts to help struggling communities might well deter people from moving when they would otherwise have relocated to more promising places. But it is also short-sighted, argues Raghuram Rajan, an economist at the University of Chicago and the former head of India’s central bank. In a compelling new book, “The Third Pillar: How Markets and the State Leave the Community Behind”, he argues that communities are not so much a source of friction inhibiting the smooth operation of the global economy, as an indispensable part of a healthy society.']
 Feb 20th 2019 	 Lebanon nominates Ziad Hayek for World Bank boss 	['TO HIGHLIGHT UNFAIR hiring practices, some campaigners carry out sting operations on unsuspecting firms. They submit two applications with almost identical qualifications but different genders, races or class backgrounds. You could be forgiven for thinking that the World Bank now faces something similar.', 'Earlier this month America nominated David Malpass, a senior Treasury official, to be the bank’s next boss. Many assumed he would be the only applicant. By convention, the Europeans always back America’s choice and America supports Europe’s pick to lead the IMF. That leaves no one else any chance of success. But Mr Malpass now faces a competitor from an unlikely source: Lebanon, which on Monday nominated Ziad Hayek, head of its council for overseeing privatisations and public-private partnerships.']
 Feb 16th 2019 	 When trouble strikes, where should you hide? The case for gold 	['IMAGINE YOU have an assignation in New York. You have not been told where you should meet the other person and she has not been told where to meet you. You have no understanding of where to find her or where she might usually be found. She is as ignorant of you. You cannot communicate. You must somehow guess how to find each other and make those guesses coincide. Where should you go? And at what time of day?', 'A good answer is Grand Central Station at noon. That was the response of the majority asked by Thomas Schelling, a game theorist and Nobel prizewinner in economics, in experiments reported “The Strategy of Conflict”, published in 1960. People are often able to act tacitly in concert if they know that others are trying to do the same, said Schelling. Most situations throw up a clue, a “focal point”, around which to co-ordinate, even if it takes imagination as much as logic to find it.']
 Feb 16th 2019 	 The biggest bank merger since the crisis may herald more 	['GIANT BANKS are made, not born. Today’s American behemoths were formed by a dizzying series of deals in the decade before the financial crisis. NationsBank and BankAmerica became Bank of America. Wells Fargo joined with Norwest. J.P. Morgan and Chase melded, and then bought Bank One. The crisis brought more mergers, but out of necessity as much as ambition: JPMorgan Chase took on Washington Mutual; Wells, Wachovia. But since the crisis hook-ups have been smaller. The very biggest banks are barred from retail acquisitions on competition grounds. Supervisors have become quicker at approving tie-ups between tiddlers.', 'On February 7th the big-deal drought ended. BB&T, based in Winston-Salem, North Carolina, and SunTrust, of Atlanta, Georgia, said that they would merge. The new, unnamed entity, valued at $66bn, will be far smaller than America’s biggest but far bigger than anything created since the crisis. It will be America’s sixth-largest retail bank by assets and, with $332bn, the fifth-largest holder of domestic deposits (see chart). Its business will be concentrated in the economically vibrant south-east. Both banks’ shares rose on the news.']
 Feb 16th 2019 	 Signs of progress in China-US trade talks, but gaps remain big 	['LAST YEAR, when American officials visited Beijing for trade negotiations, they spent more time fighting among themselves than against China. They could not agree on who should lead the talks or what their goal should be. Seeing such amateurism, their Chinese interlocutors reckoned that they had little to worry about.', 'Many of the same Americans have been back in Beijing for more talks in recent days. But this time they had an undisputed leader—Robert Lighthizer, the hard-nosed United States Trade Representative—and a clear set of demands. Their Chinese counterparts, having seen President Donald Trump’s zeal for tariffs, knew that they had something to worry about after all.']
 Feb 16th 2019 	 Bill and Melinda Gates publish their annual letter 	['GETTING KILLED in a video game, receiving unfair treatment from a teacher, seeing a relative go to jail: the teenagers taking part in Chicago’s Becoming a Man (BAM) initiative admit to a variety of frustrations, some trivial, some tragic, that can stir their anger. The initiative, which teaches young men how to regulate their emotions, aims to lower crime rates and improve graduation rates. Recently one BAM group invited an unusual guest into their counselling circle: Bill Gates, the second-richest man in the world. So what pushes his buttons?', 'Mr Gates answers that question in his latest annual letter, written with his wife Melinda, describing the work of the $50bn charitable foundation they oversee. He admits to being “pretty harsh” with his parents as a child and “tough” on people at Microsoft. (“Over the decades I’ve mellowed out on that,” he says.) He also remembers “getting mad” at a meeting when he learned that polio cases were increasing.']
 Feb 16th 2019 	 Men still pick “blue” jobs and women “pink” jobs 	['', 'EVERY YEAR a few women become the first of their sex to hold a particular job. The stars of 2018 include Tennessee’s first female senator and the first female head of the New York Stock Exchange. There is the occasional male first, too: in 2018 the first men graduated from Norland College, which trains nannies for rich British families. Each year also sees a few occupations abandon sex-based hiring restrictions: in October Britain’s Special Air Service decided to admit women for the first time.']
 Feb 14th 2019 	 Finland’s basic-income trial did not much affect work incentives 	['', 'AMONG THE adherents of universal basic income (UBI) are the Italian government, India’s opposition party and Alexandria Ocasio-Cortez, a Democratic congresswoman in America. Boosters argue that a minimum income would be a safety-net for people in precarious jobs—eg, those at risk of being displaced by automation. Others see a way of eliminating complex, even corrupt, social-security bureaucracies.']
 Feb 14th 2019 	 What would happen if Facebook were turned off? 	['THERE HAS never been such an agglomeration of humanity as Facebook. Some 2.3bn people, 30% of the world’s population, engage with the network each month. Economists reckon it may yield trillions of dollars’ worth of value for its users. But Facebook is also blamed for all sorts of social horrors: from addiction and bullying to the erosion of fact-based political discourse and the enabling of genocide. New research—and there is more all the time—suggests such accusations are not entirely without merit. It may be time to consider what life without Facebook would be like.', 'To begin to imagine such a world, suppose that researchers could kick a sample of people off Facebook and observe the results. In fact, several teams of scholars have done just that. In January Hunt Allcott, of New York University, and Luca Braghieri, Sarah Eichmeyer and Matthew Gentzkow, of Stanford University, published results of the largest such experiment yet. They recruited several thousand Facebookers and sorted them into control and treatment groups. Members of the treatment group were asked to deactivate their Facebook profiles for four weeks in late 2018. The researchers checked up on their volunteers to make sure they stayed off the social network, and then studied what happened to people cast into the digital wilderness.']
 Feb 7th 2019 	 The benefits of better credit-risk models will be spread unevenly 	['', 'IN “PLAYER PIANO”, a novel by Kurt Vonnegut, society is divided into a workless majority and an elite who tend all-powerful machines. A character tells how her husband lost his status as a writer when his novel fails to hit the “readability quotient”. She turns to sex work after he refuses the public-relations job he is assigned. “I’m proud to say that he’s one of the few men on earth with a little self-respect left,” she says.']
 Feb 9th 2019 	 Malaysia’s former prime minister faces trial in the 1MDB scandal 	['', 'ACCORDING TO America’s Department of Justice, between 2009 and 2015 $4.5bn disappeared from 1 Malaysia Development Berhad (1MDB), a Malaysian state development fund set up a decade ago by Najib Razak, then the prime minister. The money passed through a maze of institutions and accounts in the Middle East, the Caribbean and the Seychelles. It was frittered away on property, parties, gems, art, private jets and a superyacht. It helped fund a film on scamming, “The Wolf of Wall Street”. The mastermind behind the fraud is allegedly Jho Low, a Malaysian financier. But more than $600m ended up in Mr Najib’s personal bank accounts.']
 Feb 9th 2019 	 Germany’s long expansion comes under threat 	['', 'GERMANY’S EXPORTING prowess is so impressive that other countries seek to import even its policies. France recently passed labour reforms inspired by its neighbour to the east. British politicians periodically try to copy its vocational-training system. Governments far and near have sought to emulate the Mittelstand, its small and mid-size producers. Germany’s knack for producing goods desired by emerging economies, notably a booming China, helped it recover rapidly from the financial crisis of 2007-08, and cushioned the impact of the sovereign-debt crisis that subsequently engulfed the euro zone.']
 Feb 7th 2019 	 Some fights about the Tax Cuts and Jobs Act seem over 	['', 'HURRIED THROUGH Congress in late 2017, the Tax Cuts and Jobs Act (TCJA) was the biggest overhaul to America’s tax system in more than 30 years. Boosters claimed it would turbocharge investment and growth, generating so much extra taxable income that it would pay for itself. Critics claimed it would shower the rich with tax breaks, and that balancing the books would mean the costs were ultimately born by the poor. Over a year later, beliefs on neither side have been shaken.']
 Feb 7th 2019 	 America’s public pension plans make over-optimistic return assumptions 	['', 'PROMISING A PENSION is a long-term and expensive business, especially if the payout is linked to earnings. But whether the employer is private or public, the cost ought to be the same in the long run and so, you might assume, would be the investment approach. Until 2008 that was true for American pension plans: private and public-sector schemes had roughly the same asset allocation.']
 Feb 9th 2019 	 What happens when your bitcoin banker dies? 	['', 'BITCOIN WAS introduced to the world in August 2008, in the aftermath of the financial crisis. According to its techno-libertarian fan-base, one of its main attractions was the promise that users could avoid dealing with the hated banks. But after a decade of amateurism, scams and billions of dollars of lost or stolen money, it is clear that many of the ramshackle institutions that play the role of banks in the cryptocurrency world make even their most reckless conventional counterparts look like paragons of good management.']
 Feb 7th 2019 	 A bold new plan to tackle climate change ignores economic orthodoxy 	['', 'AS DEALS GO, the New one was a big one. Franklin Roosevelt’s plan to yank America out of depression permanently altered the contours of the country’s economy and politics. Proponents of a “Green New Deal” harbour similar ambitions. Though still nebulous the proposal, championed most loudly by Alexandria Ocasio-Cortez, a new congresswoman from New York, has been met with surprising enthusiasm in Washington. It is an outright rejection of the orthodox economic approach to climate change.']
 Feb 7th 2019 	 Bill Gross, the king of the bond market, abdicates 	['', 'OUTSIZE RETURNS are hard to come by in the bond market: the approach pioneered by Jack Bogle at Vanguard of matching a benchmark while minimising transaction fees is tough to beat. There was one person, however, that even Vanguard’s fixed-income team considered in a class of his own and thus worth paying for: Bill Gross, who co-founded Pacific Investment Management Company (PIMCO) in 1971 after a conventional career in finance and risk, plus a brief professional foray onto the blackjack tables of Las Vegas. On February 4th Mr Gross and Janus Henderson, his employer for the past few years, announced that he was retiring.']
 Feb 7th 2019 	 A commission of inquiry reaches a damning verdict on Australia’s banks 	['', 'IF A HEALTHY banking system is dull, then Australia’s must be sick to the core. A royal commission with a broad remit to investigate abuses by the country’s financial institutions has found many troubling practices. Hearings revealed that for years banks had hidden fees, charged money for non-existent services and docked charges from the dead. Financial advisers earned bonuses for channelling clients’ cash towards underperforming funds. Insurance companies flogged junk schemes to the poor or mentally disabled.']
 Feb 7th 2019 	 BB&amp;T and SunTrust announce a merger 	['CONSOLIDATION HAS been a decades-long trend in American banking. In the years before the financial crisis giants were formed in a dizzying series of mergers and acquisitions. But since the crisis passed, the hook-ups have been between smaller banks; the presumption has been that big deals would be blocked on competition grounds. That big-deal drought has ended.', 'On February 7th BB&T, headquartered in Winston-Salem, North Carolina, and SunTrust, based in Atlanta, Georgia, announced that they are to merge. The new entity, valued at $66bn, will be small compared with the behemoths formed before the crisis, but vast compared with the mergers that followed. It will be America’s sixth-largest bank by assets, at $440bn, and heavily concentrated in the economically vibrant south-east of the country. Shares in both banks rose on the announcement.']
 Feb 5th 2019 	 Donald Trump picks David Malpass to run the World Bank 	['IN MOST job interviews, candidates gush and enthuse about the institution they hope to join. The World Bank’s board can expect to hear few warm words from David Malpass, whom President Donald Trump is expected to nominate this week to lead it. In his current role handling international affairs at America’s Treasury, Mr Malpass has described the bank as part of a “giant sprawl” of international organisations that create “mountains of debt without solving problems”.', 'Two strands of thought shape his view: a conservative disdain for big, unaccountable bureaucracies and a hawkish distrust of China’s growing international ambitions. Awkwardly, the two are in tension with each other.']
 Feb 2nd 2019 	 Value investing is long on virtue but has been short on reward 	['', 'IN A COMEDY sketch from the 1980s, Rowan Atkinson plays the devil as a cross between a package-holiday guide and a louche English bureaucrat. Dressed in a smoking jacket, he welcomes the damned to Hell and, consulting his clipboard, sorts them into groups. Lawyers? Join the thieves and murderers over there. The French? Come down here with the Germans. Atheists? You must be feeling pretty silly. And finally, Christians? I’m sorry, your faith was an error.']
 Feb 2nd 2019 	 Italy’s slump reflects trouble both at home and abroad 	['ITALY BOASTS no glittering economic record. GDP growth has trailed the euro-area average every year since 1999. Despite a decent showing in 2016-17, the economy has yet to regain fully the output lost during the global crisis a decade ago and a domestic banking scare a few years later.', 'Now even its modest recovery seems to have gone into reverse. Figures published on January 31st showed that Italy slipped into recession in the second half of 2018. The economy shrank by 0.2% in the final quarter of 2018, its second consecutive contraction (see chart). The causes are both domestic and external. They seem likely to depress the economy this year, too, and to worsen an already fraught fiscal position.']
 Jan 31st 2019 	 An overbanked region sees some welcome consolidation 	['', 'WHEN YOU have 60 banks in a country of just 9.5m people, there is much to be said for merging three at a time. On January 29th Abu Dhabi Commercial Bank (ADCB), the third-biggest bank by assets in the United Arab Emirates (UAE), agreed to buy eighth-ranked Union National Bank in an all-share deal. The enlarged ADCB will then swallow Al Hilal Bank, a smaller, Islamic bank. All three are controlled by Abu Dhabi’s government, which will own 60.2% of the new entity.']
